register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon,estimated_dates,start_date,end_date
﻿2093123421,Escola Bressol Municipal La Mar Xica,,,2002-04-03T00:00:00+02:00,2021-07-12T17:49:52.288032+02:00,,,75702.0,C Carmen Amaya,2.0,,68.0,el Poblenou,10.0,Sant Martí,8005.0,BARCELONA,True,,135311.0,20001.0,Telèfons,Tel.,932211969,True,,56731070.0,Escoles Bressol municipals,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,651.0,65103003000002.0,433428.307877499,4582919.338309602,41.39505493685655,2.203666123017716,,,
﻿99400736696,Institut Universitari de Recerca en Ciència i Tecnologies de la Sostenibilitat,,,2024-05-23T09:58:15.906848+02:00,2024-05-23T09:58:27.475642+02:00,,,169023.0,Carrer de Jordi Girona,1.0,3.0,21.0,Pedralbes,4.0,Les Corts,8034.0,Barcelona,True,,607668.0,20001.0,Telèfons,Tel.,934 05 43 91,False,,56732071.0,Universitats,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,651.0,65103003001003.0,425791.176,4582132.529,41.38730004020784,2.112416751282657,,,
﻿13125154,Centre de Joves i Adults,75990359550.0,Fundació Pia Autònoma Agrupació Cultural i Social.,2000-01-13T00:00:00+01:00,2021-04-08T10:40:05.284411+02:00,,,214809.0,Molist,17.0,,30.0,la Salut,6.0,Gràcia,8024.0,BARCELONA,True,,127797.0,20001.0,Telèfons,Tel.,932847931,True,,56733069.0,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,651.0,65103003002001.0,429482.60379945696,4584935.941842934,41.41288142480287,2.1562372520588986,,,
﻿13125154,Centre de Joves i Adults,75990359550.0,Fundació Pia Autònoma Agrupació Cultural i Social.,2000-01-13T00:00:00+01:00,2021-04-08T10:40:05.284411+02:00,,,214809.0,Molist,17.0,,30.0,la Salut,6.0,Gràcia,8024.0,BARCELONA,True,,127797.0,20001.0,Telèfons,Tel.,932847931,True,,56733070.0,Informàtica,Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica,651.0,65103003002002.0,429482.60379945696,4584935.941842934,41.41288142480287,2.1562372520588986,,,
﻿92086002958,Llar d'Infants Balmespi,,,1984-05-30T00:00:00+02:00,2022-09-17T03:52:30.250964+02:00,,,32700.0,C Balmes,252.0,,26.0,Sant Gervasi - Galvany,5.0,Sarrià-Sant Gervasi,8006.0,BARCELONA,True,,160291.0,20001.0,Telèfons,Tel.,932189472,True,,56731068.0,Ensenyament infantil (0-3 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),651.0,65103003000000.0,428932.761444182,4583492.918799637,41.39983625028134,2.149828353352368,,,
﻿92086002008,Facultat de Química - UB,,,1988-04-12T00:00:00+02:00,2024-05-31T12:43:19.248372+02:00,,,7258.0,Carrer de Martí i Franquès,1.0,1.0,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,Barcelona,True,,160821.0,20001.0,Telèfons,Tel.,934 021 200,True,,56732071.0,Universitats,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,651.0,65103003001003.0,426247.273,4581879.573,41.38506372270051,2.1179021240670406,,,
﻿2093121443,Escola Bressol Municipal L'Oreneta,,,2002-04-03T00:00:00+02:00,2022-09-17T02:36:06.212531+02:00,,,315500.0,Pg Santa Eulàlia,18.0,,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,BARCELONA,True,,135306.0,20001.0,Telèfons,Tel.,932804683,True,,56731068.0,Ensenyament infantil (0-3 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),651.0,65103003000000.0,426055.47126154247,4584124.847019703,41.40526827357127,2.1153342310426178,,,
﻿2093121443,Escola Bressol Municipal L'Oreneta,,,2002-04-03T00:00:00+02:00,2022-09-17T02:36:06.212531+02:00,,,315500.0,Pg Santa Eulàlia,18.0,,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8017.0,BARCELONA,True,,135306.0,20001.0,Telèfons,Tel.,932804683,True,,56731070.0,Escoles Bressol municipals,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,651.0,65103003000002.0,426055.47126154247,4584124.847019703,41.40526827357127,2.1153342310426178,,,
﻿2093122837,Escola Bressol Municipal L'Arquet,,,2002-04-03T00:00:00+02:00,2022-09-17T02:36:06.547418+02:00,,,169103.0,C Jorge Manrique,12.0,,41.0,la Vall d'Hebron,7.0,Horta-Guinardó,8035.0,BARCELONA,True,,135307.0,20001.0,Telèfons,Tel.,934272798,True,,56731068.0,Ensenyament infantil (0-3 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),651.0,65103003000000.0,429114.02894232026,4587010.162549836,41.43153065046161,2.1515844656316303,,,
﻿2093122837,Escola Bressol Municipal L'Arquet,,,2002-04-03T00:00:00+02:00,2022-09-17T02:36:06.547418+02:00,,,169103.0,C Jorge Manrique,12.0,,41.0,la Vall d'Hebron,7.0,Horta-Guinardó,8035.0,BARCELONA,True,,135307.0,20001.0,Telèfons,Tel.,934272798,True,,56731070.0,Escoles Bressol municipals,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,651.0,65103003000002.0,429114.02894232026,4587010.162549836,41.43153065046161,2.1515844656316303,,,
﻿92086002054,Facultat de Dret - UB,,,1988-04-11T00:00:00+02:00,2024-05-24T12:24:16.245438+02:00,,,144601.0,Av Diagonal,684.0,,21.0,Pedralbes,4.0,Les Corts,8034.0,BARCELONA,True,,160812.0,20001.0,Telèfons,Tel.,934 020 127,True,,56732071.0,Universitats,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,651.0,65103003001003.0,426516.8722175164,4582118.434692386,41.38723971871468,2.1210972500110508,,,
﻿2093122931,Escola Bressol Municipal El Caminet del Besòs,,,2002-04-03T00:00:00+02:00,2022-09-17T02:36:07.885597+02:00,,,273003.0,C Quito,2.0,,58.0,Baró de Viver,9.0,Sant Andreu,8030.0,BARCELONA,True,,135309.0,20001.0,Telèfons,Tel.,933116686,True,,56731068.0,Ensenyament infantil (0-3 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),651.0,65103003000000.0,433150.6484564905,4588556.538308024,41.44580447028147,2.1997219585562475,,,
﻿2093122931,Escola Bressol Municipal El Caminet del Besòs,,,2002-04-03T00:00:00+02:00,2022-09-17T02:36:07.885597+02:00,,,273003.0,C Quito,2.0,,58.0,Baró de Viver,9.0,Sant Andreu,8030.0,BARCELONA,True,,135309.0,20001.0,Telèfons,Tel.,933116686,True,,56731070.0,Escoles Bressol municipals,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,651.0,65103003000002.0,433150.6484564905,4588556.538308024,41.44580447028147,2.1997219585562475,,,
﻿92086026133,Escola Forca,,,1988-03-17T00:00:00+01:00,2022-09-17T04:36:29.003962+02:00,,,365906.0,Mare Déu Pilar (C Vella),16.0,,4.0,"Sant Pere, Santa Caterina i la Ribera",1.0,Ciutat Vella,8003.0,BARCELONA,True,,166280.0,20001.0,Telèfons,Tel.,932689111,True,,,,,,,431140.9882749576,4582092.8549154,41.38741845559777,2.176401721904877,,,
﻿99400736745,Escola Barcelona High School,,,2024-05-24T09:24:33.698814+02:00,2024-07-03T09:05:28.177075+02:00,,,295800.0,Carrer de Sant Agustí,3.0,3.0,31.0,la Vila de Gràcia,6.0,Gràcia,8012.0,Barcelona,True,,607775.0,20001.0,Telèfons,Tel.,618 270 232,False,,,,,,,429834.146,4583336.728,41.39850865989605,2.160628527882252,,,
﻿99400736708,Parc de Recerca UPF,,,2024-05-23T11:47:54.511239+02:00,2024-05-23T11:49:53.521025+02:00,,,132908.0,Carrer de Ramon Trias Fargas,25.0,27.0,67.0,la Vila Olímpica del Poblenou,10.0,Sant Martí,8005.0,Barcelona,True,,,,,,,,,56732071.0,Universitats,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,651.0,65103003001003.0,432352.381,4582367.684,41.38999655307027,2.190858671693975,,,
﻿75990067136,Centre Educatiu Zurich,,,1996-09-18T00:00:00+02:00,2023-10-03T10:43:40.150431+02:00,,,248108.0,Av Pearson,73.0,,21.0,Pedralbes,4.0,Les Corts,8034.0,BARCELONA,True,,139682.0,20001.0,Telèfons,Tel.,932037606,True,,56731069.0,Ensenyament infantil (3-6 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),651.0,65103003000001.0,425131.17152742273,4582834.533401624,41.39356150207276,2.104436841139324,,,
﻿75990067136,Centre Educatiu Zurich,,,1996-09-18T00:00:00+02:00,2023-10-03T10:43:40.150431+02:00,,,248108.0,Av Pearson,73.0,,21.0,Pedralbes,4.0,Les Corts,8034.0,BARCELONA,True,,139682.0,20001.0,Telèfons,Tel.,932037606,True,,56732068.0,Educació primària,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,651.0,65103003001000.0,425131.17152742273,4582834.533401624,41.39356150207276,2.104436841139324,,,
﻿75990067136,Centre Educatiu Zurich,,,1996-09-18T00:00:00+02:00,2023-10-03T10:43:40.150431+02:00,,,248108.0,Av Pearson,73.0,,21.0,Pedralbes,4.0,Les Corts,8034.0,BARCELONA,True,,139682.0,20001.0,Telèfons,Tel.,932037606,True,,56732069.0,Educació secundària,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,651.0,65103003001001.0,425131.17152742273,4582834.533401624,41.39356150207276,2.104436841139324,,,
﻿99400698587,Espai Familiar de Criança Municipal El Galliner,99400144332.0,Ludoteca El Galliner,2022-09-29T10:32:58.878182+02:00,2023-05-30T14:59:39.964780+02:00,,,319206.0,Carrer de Santes Creus,8.0,8.0,43.0,Horta,7.0,Horta-Guinardó,8031.0,Barcelona,True,,469840.0,20001.0,Telèfons,Tel.,934 202 337,True,,,,,,,430002.352,4586864.744,41.43029883469144,2.162232311962768,,,
﻿99400684846,Escola de Busseig 4all Divers,,,2022-01-28T12:34:30.587015+01:00,2022-01-28T12:38:37.418597+01:00,,,118703.0,Carrer d'Evarist Arnús,51.0,51.0,19.0,les Corts,4.0,Les Corts,8014.0,Barcelona,True,,440461.0,20001.0,Telèfons,Tel.,933 21 58 61,True,,,,,,,427658.02780682,4581669.64183713,41.38330105401323,2.134798244590697,,,
﻿99400734017,Autoescola Motoescuela,,,2024-03-27T11:20:00.766858+01:00,2024-03-27T11:21:21.911239+01:00,,,193108.0,Passeig de Manuel Girona,16.0,16.0,21.0,Pedralbes,4.0,Les Corts,8034.0,Barcelona,True,,600145.0,20001.0,Telèfons,Tel.,93 204 51 54,False,,,,,,,426552.434,4582433.734,41.39008273119944,2.121484313128179,,,
﻿75990033216,Parvulari Dídac,,,1996-09-17T00:00:00+02:00,2023-10-03T10:45:06.947917+02:00,,,65200.0,C Cardenal Reig,14.0,,20.0,la Maternitat i Sant Ramon,4.0,Les Corts,8028.0,BARCELONA,True,,136518.0,20001.0,Telèfons,Tel.,933344020,True,,56731068.0,Ensenyament infantil (0-3 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),651.0,65103003000000.0,425966.0038218518,4580983.312650387,41.37696566163009,2.1146479661316806,,,
﻿99400694578,Escola Tècnica Superior d'Enginyeria La Salle - URL,,,2022-06-30T13:57:11.120622+02:00,2024-05-27T10:35:43.735566+02:00,,,95007.0,Carrer dels Quatre Camins,30.0,30.0,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,8022.0,Barcelona,True,,459039.0,20001.0,Telèfons,Tel.,93 290 24 11,True,,56732071.0,Universitats,Planol BCN >> Educació >> Ensenyament reglat >> Universitats,651.0,65103003001003.0,427287.363,4584570.504,41.40939447721964,2.1300172852702595,,,
﻿99400707541,Espai Familiar de Criança Municipal Pere Calafell (en construcció),,,2023-03-03T11:35:44.203278+01:00,2024-01-08T09:05:51.081260+01:00,,,15201.0,Carrer d'Andrade,184.0,196.0,72.0,Sant Martí de Provençals,10.0,Sant Martí,8020.0,Barcelona,True,,503186.0,20001.0,Telèfons,Tel.,93 402 36 63,False,Punt d’Atenció de l’IMEB,,,,,,433426.524,4585412.663,41.41751148977424,2.2033705236965924,,,
﻿75990051919,Autoescola Escorial,,,1996-09-18T00:00:00+02:00,2023-10-03T10:44:40.801413+02:00,,,112004.0,C Escorial,23.0,,31.0,la Vila de Gràcia,6.0,Gràcia,8024.0,BARCELONA,True,,137681.0,20001.0,Telèfons,Tel.,932133584,True,,,,,,,429922.3706673295,4584268.895438342,41.40691205089728,2.161575908157312,,,
﻿92168165504,Centre Educatiu La Salle Congrés,,,1988-03-01T00:00:00+01:00,2024-02-27T11:53:48.539117+01:00,,,65403.0,C Cardenal Tedeschini,50.0,,62.0,el Congrés i els Indians,9.0,Sant Andreu,8027.0,BARCELONA,True,,171026.0,20001.0,Telèfons,Tel.,932430133,True,,,,,,,431654.79041426536,4586359.084416853,41.42588684529629,2.182064747774402,,,
﻿92168165517,Centre Educatiu Laia,,,1989-10-10T00:00:00+01:00,2022-09-17T04:54:17.879739+02:00,,,227301.0,C Neopàtria,74.0,,60.0,Sant Andreu,9.0,Sant Andreu,8030.0,BARCELONA,True,,171713.0,20001.0,Telèfons,Tel.,933111351,True,,56731069.0,Ensenyament infantil (3-6 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),651.0,65103003000001.0,432274.9593196783,4586727.442951994,41.429257050664624,2.18944476551275,,,
﻿92168165517,Centre Educatiu Laia,,,1989-10-10T00:00:00+01:00,2022-09-17T04:54:17.879739+02:00,,,227301.0,C Neopàtria,74.0,,60.0,Sant Andreu,9.0,Sant Andreu,8030.0,BARCELONA,True,,171713.0,20001.0,Telèfons,Tel.,933111351,True,,56732068.0,Educació primària,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,651.0,65103003001000.0,432274.9593196783,4586727.442951994,41.429257050664624,2.18944476551275,,,
﻿92168165536,Lyceé Français de Barcelone,,,1992-04-03T00:00:00+02:00,2022-09-17T04:54:18.473053+02:00,,,62700.0,C Bosch i Gimpera,6.0,,23.0,Sarrià,5.0,Sarrià-Sant Gervasi,8034.0,BARCELONA,True,,171718.0,20001.0,Telèfons,Tel.,932037950,True,,,,,,,426287.1173167284,4582730.33567214,41.39272981969986,2.118275089195076,,,
﻿92168165548,Centre d'Educació Especial La Ginesta,,,1984-05-30T00:00:00+02:00,2022-10-11T18:43:31.789703+02:00,,,352507.0,Pg Vall d'Hebron,171.0,,40.0,Montbau,7.0,Horta-Guinardó,8035.0,BARCELONA,True,,171719.0,20001.0,Telèfons,Tel.,934276845,True,,,,,,,428748.82438690326,4587482.826868194,41.43575541409688,2.147158169831797,,,
﻿92168165557,Institut Lluïsa Cura,,,1989-11-16T00:00:00+01:00,2022-09-17T04:54:23.749112+02:00,,,296508.0,Rda Sant Antoni,19.0,,10.0,Sant Antoni,2.0,Eixample,8011.0,BARCELONA,True,,171721.0,20001.0,Telèfons,Tel.,933254157,True,,56732073.0,Formació professional,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,651.0,65103003001005.0,430030.7252166935,4581374.104701786,41.38084909970436,2.163206607694735,,,
﻿92086033565,Escola Bressol Municipal El Vent,,,1990-10-05T00:00:00+01:00,2024-06-17T11:52:23.294894+02:00,,,700815.0,C Miguel Hernández,20.0,,49.0,Canyelles,8.0,Nou Barris,8042.0,BARCELONA,True,,167961.0,20001.0,Telèfons,Tel.,934273745,True,,56731068.0,Ensenyament infantil (0-3 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (0-3 anys),651.0,65103003000000.0,430326.867910607,4588267.555552975,41.44296160942353,2.1659541496737007,,,
﻿92086033565,Escola Bressol Municipal El Vent,,,1990-10-05T00:00:00+01:00,2024-06-17T11:52:23.294894+02:00,,,700815.0,C Miguel Hernández,20.0,,49.0,Canyelles,8.0,Nou Barris,8042.0,BARCELONA,True,,167961.0,20001.0,Telèfons,Tel.,934273745,True,,56731070.0,Escoles Bressol municipals,Planol BCN >> Educació >> Ensenyament infantil >> Escoles Bressol municipals,651.0,65103003000002.0,430326.867910607,4588267.555552975,41.44296160942353,2.1659541496737007,,,
﻿92086007939,Centre Educatiu Fert,,,1988-05-10T00:00:00+02:00,2022-09-17T04:02:49.940314+02:00,,,261707.0,C Pomaret,23.0,,25.0,Sant Gervasi - la Bonanova,5.0,Sarrià-Sant Gervasi,8017.0,BARCELONA,True,,161735.0,20001.0,Telèfons,Tel.,934173005,True,,,,,,,426775.6662880986,4584020.523193766,41.40439459805379,2.123962229894848,,,
﻿92086008030,Escola Mallorquí,,,2002-05-09T10:29:32+02:00,2022-09-17T04:02:52.780175+02:00,,,28305.0,C Ausiàs Marc,10.0,,7.0,la Dreta de l'Eixample,2.0,Eixample,8010.0,BARCELONA,True,,162201.0,20001.0,Telèfons,Tel.,933024335,True,,,,,,,430965.2729190238,4582404.6408373015,41.39021155437006,2.174264729288276,,,
﻿92086008087,Centre Educatiu Ramón y Cajal,,,1985-05-31T00:00:00+02:00,2022-09-17T04:02:58.934973+02:00,,,289105.0,C Rosselló,303.0,,7.0,la Dreta de l'Eixample,2.0,Eixample,8037.0,BARCELONA,True,,162203.0,20001.0,Telèfons,Tel.,932070680,True,,56732073.0,Formació professional,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,651.0,65103003001005.0,430178.3353624235,4583393.894024982,41.39905349511968,2.164738940810504,,,
﻿92086034332,Centre de Recursos Pedagògics de Gràcia,,,1992-02-07T00:00:00+01:00,2023-02-01T15:33:23.706656+01:00,,,366002.0,C Mare de Déu de la Salut,87.0,,30.0,la Salut,6.0,Gràcia,8024.0,BARCELONA,True,,168991.0,20001.0,Telèfons,Tel.,935545324,True,,,,,,,429771.2259871236,4584980.258470924,41.41330584032595,2.159685205611097,,,
﻿92086034333,Centre de Recursos Pedagògics de Sants-Montjuïc,,,1992-02-07T00:00:00+01:00,2022-09-17T04:45:14.687417+02:00,,,235208.0,C Olzinelles,73.0,,16.0,la Bordeta,3.0,Sants-Montjuïc,8014.0,BARCELONA,True,,168986.0,20001.0,Telèfons,Tel.,934317163,True,,,,,,,427854.34659492655,4580355.989182741,41.37148710805008,2.1373023048520494,,,
﻿92168164758,Institut Escola Ciutat Comtal,,,1989-03-02T00:00:00+01:00,2024-07-19T09:41:09.883892+02:00,,,271201.0,C Pujalt,6.0,,56.0,Vallbona,8.0,Nou Barris,8033.0,BARCELONA,True,,171748.0,20001.0,Telèfons,Tel.,933592942,True,,56731069.0,Ensenyament infantil (3-6 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),651.0,65103003000001.0,431753.7986195046,4590473.202368945,41.46294957595788,2.1827847217571863,,,
﻿92168164758,Institut Escola Ciutat Comtal,,,1989-03-02T00:00:00+01:00,2024-07-19T09:41:09.883892+02:00,,,271201.0,C Pujalt,6.0,,56.0,Vallbona,8.0,Nou Barris,8033.0,BARCELONA,True,,171748.0,20001.0,Telèfons,Tel.,933592942,True,,56732068.0,Educació primària,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,651.0,65103003001000.0,431753.7986195046,4590473.202368945,41.46294957595788,2.1827847217571863,,,
